Payment_ID,Claim_ID,Payment_Date,Payment_Amount,Adjustment_Reason,Reserve_Amount,Loss_Ratio
1383,565,2025-02-04,-3402.91,Partial Settlement,6116.58,1.02
1384,986,2025-01-19,-2870.60,Partial Settlement,8356.16,.60
1385,245,2025-08-13,1344.60,Partial Settlement,9513.26,.69
1386,988,2025-02-24,632.16,Partial Settlement,8685.72,.56
1387,434,2024-11-25,-3608.49,Partial Settlement,6362.32,.76
1388,826,2025-03-03,124.95,Partial Settlement,5303.71,.65
1389,453,2025-01-12,619.14,Partial Settlement,2759.19,1.38
1390,866,2025-09-02,-1165.77,Partial Settlement,3843.06,.78
1391,914,2025-03-16,-2703.12,Partial Settlement,9325.10,1.37
1392,153,2025-09-08,-1539.02,Partial Settlement,5534.33,.45
1393,191,2025-07-28,-7744.08,Partial Settlement,9319.89,.55
1394,522,2025-02-27,-3546.98,Partial Settlement,6440.69,1.41
1395,231,2025-06-10,-3884.55,Partial Settlement,9494.51,.58
1396,373,2024-10-16,-5582.97,Partial Settlement,5369.77,.61
1397,145,2025-01-29,-6417.05,Partial Settlement,3348.65,1.00
1398,96,2025-08-10,-5914.73,Partial Settlement,3908.47,.37
1399,469,2025-06-10,-2829.24,Partial Settlement,5132.98,1.30
1400,453,2025-02-13,-8414.58,Partial Settlement,8833.21,.96
1401,836,2025-02-24,-3139.99,Partial Settlement,8564.45,1.04
1402,287,2025-03-15,738.29,Partial Settlement,2968.34,.32
1403,733,2024-10-20,-3339.48,Partial Settlement,6197.94,.79
1404,224,2025-02-22,-7592.26,Partial Settlement,6416.42,.31
1405,501,2025-08-12,-7074.83,Partial Settlement,1420.38,.74
1406,484,2025-07-18,-260.99,Partial Settlement,2462.87,.83
1407,825,2025-05-23,-2983.82,Partial Settlement,5840.72,1.43
1408,927,2025-02-04,-7516.97,Partial Settlement,6300.48,1.16
1409,803,2025-10-10,-994.91,Partial Settlement,4400.14,.74
1410,117,2025-05-15,-6117.51,Partial Settlement,9668.40,1.49
1411,544,2025-11-10,-5660.38,Partial Settlement,8464.26,1.28
1412,331,2025-07-31,-4946.75,Partial Settlement,9919.50,.94
1413,937,2025-09-02,-7854.74,Partial Settlement,4366.84,.53
1414,426,2025-02-24,-1998.62,Partial Settlement,8657.54,.56
1415,149,2025-05-12,-4620.84,Partial Settlement,3694.13,.98
1416,474,2025-09-09,-8172.66,Partial Settlement,6112.45,1.02
1417,299,2025-04-18,-6277.55,Partial Settlement,7228.22,.74
1418,378,2024-10-06,-2783.88,Partial Settlement,7495.69,1.18
1419,470,2025-09-02,-5450.91,Partial Settlement,5677.55,1.34
1420,283,2024-11-06,-4423.55,Partial Settlement,8811.59,.34
1421,179,2025-06-28,-3402.34,Partial Settlement,8918.03,1.31
1422,245,2025-02-08,-7479.63,Partial Settlement,9653.08,1.02
1423,114,2025-03-24,-3930.87,Partial Settlement,4886.90,1.07
1424,36,2025-07-09,-6346.88,Partial Settlement,2288.84,1.45
1425,280,2025-05-18,-2814.39,Partial Settlement,7296.54,.54
1426,940,2025-07-04,-1921.32,Partial Settlement,9743.58,.70
1427,494,2025-02-18,-13192.56,Partial Settlement,8968.53,.32
1428,290,2025-08-17,-4962.29,Partial Settlement,5981.88,1.41
1429,745,2024-11-23,-172.42,Partial Settlement,9374.26,.77
1430,570,2024-12-14,-3268.50,Partial Settlement,5101.96,.40
1431,876,2025-08-02,-158.83,Partial Settlement,8181.16,1.23
1432,695,2024-10-30,-2316.20,Partial Settlement,3946.29,1.49
1433,314,2025-08-08,-3939.93,Partial Settlement,5562.43,.67
1434,237,2025-04-11,-8865.10,Partial Settlement,5483.84,.65
1435,801,2025-02-06,-4993.49,Partial Settlement,8315.42,.87
1436,39,2025-04-16,-13225.27,Partial Settlement,4795.37,.71
1437,629,2025-10-26,-5922.62,Partial Settlement,5788.06,.64
1438,401,2025-03-29,-2877.74,Partial Settlement,2284.70,.68
1439,15,2025-08-27,-8628.32,Partial Settlement,7537.30,1.41
1440,233,2024-11-14,-10309.83,Partial Settlement,7930.15,1.13
1441,271,2025-03-10,-9146.66,Partial Settlement,3060.18,.92
1442,229,2024-12-09,-3622.11,Partial Settlement,2113.08,1.18
1443,125,2025-03-02,-1097.32,Partial Settlement,7162.01,.71
1444,788,2024-11-20,-6614.94,Partial Settlement,6463.29,1.19
1445,302,2025-07-06,-203.13,Partial Settlement,4076.99,.54
1446,858,2025-08-07,-2805.31,Partial Settlement,5847.69,.45
1447,935,2025-02-04,-3060.14,Partial Settlement,2771.70,.50
1448,70,2025-06-24,-6532.86,Partial Settlement,6832.88,.52
1449,105,2025-04-27,-4214.16,Partial Settlement,7756.15,.47
1450,337,2024-10-27,-6143.65,Partial Settlement,9745.05,1.25
